"location_id","admin_level","name","code","parent_location_id","population_density","lat","long","admin_0_location_id","admin_0_admin_level","admin_0_name","admin_0_code","admin_0_parent_location_id","admin_0_population_density","admin_0_lat","admin_0_long","admin_1_location_id","admin_1_admin_level","admin_1_name","admin_1_code","admin_1_parent_location_id","admin_1_population_density","admin_1_lat","admin_1_long","admin_2_location_id","admin_2_admin_level","admin_2_name","admin_2_code","admin_2_parent_location_id","admin_2_population_density","admin_2_lat","admin_2_long","admin_3_location_id","admin_3_admin_level","admin_3_name","admin_3_code","admin_3_parent_location_id","admin_3_population_density","admin_3_lat","admin_3_long"
"RS001006001000000000","2","ALIBUNAR","SRB","RS001006000000000000",,45.09535749,20.94604231,"82083e59-c8c8-4f25-bcfe-f8b024e0357a","0","Serbia",,,0,,,"RS001006000000000000","1","JUŽNOBANATSKI UPRAVNI OKRUG","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,45.00286566,20.97482765,"RS001006001000000000","2","ALIBUNAR","SRB","RS001006000000000000",,45.09535749,20.94604231,,,,,,,,
"UG001045000000000000","1","ANKOLE","UGA","d121c124-b98a-4b12-86d1-9eda68061249",,-0.492937956,30.54961973,"d121c124-b98a-4b12-86d1-9eda68061249","0","<U+10E1><U+10D0><U+10E5><U+10D0><U+10E0><U+10D7><U+10D5><U+10D4><U+10DA><U+10DD>",,,0,,,"UG001045000000000000","1","ANKOLE","UGA","d121c124-b98a-4b12-86d1-9eda68061249",,-0.492937956,30.54961973,,,,,,,,,,,,,,,,
"RS001029001000000000","2","APATIN","SRB","RS001029000000000000",,45.63229844,19.03395955,"82083e59-c8c8-4f25-bcfe-f8b024e0357a","0","Serbia",,,0,,,"RS001029000000000000","1","ZAPADNOBACKI UPRAVNI OKRUG","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,45.71451538,19.21106294,"RS001029001000000000","2","APATIN","SRB","RS001029000000000000",,45.63229844,19.03395955,,,,,,,,
"RS001026001000000000","2","ARANÐELOVAC","SRB","RS001026000000000000",,44.31634285,20.52988741,"82083e59-c8c8-4f25-bcfe-f8b024e0357a","0","Serbia",,,0,,,"RS001026000000000000","1","ŠUMADIJSKI UPRAVNI OKRUG","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,44.11693792,20.77923633,"RS001026001000000000","2","ARANÐELOVAC","SRB","RS001026000000000000",,44.31634285,20.52988741,,,,,,,,
"RS001030001000000000","2","ARILJE","SRB","RS001030000000000000",,43.68281769,20.0400987,"82083e59-c8c8-4f25-bcfe-f8b024e0357a","0","Serbia",,,0,,,"RS001030000000000000","1","ZLATIBORSKI UPRAVNI OKRUG","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,43.61614951,19.79402205,"RS001030001000000000","2","ARILJE","SRB","RS001030000000000000",,43.68281769,20.0400987,,,,,,,,
"MX001031001000000000","2","Abala","MEX","MX001031000000000000",,20.65519484,-89.65038265,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001031000000000000","1","Yucatán","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.74783113,-88.90246296,"MX001031001000000000","2","Abala","MEX","MX001031000000000000",,20.65519484,-89.65038265,,,,,,,,
"GE001009001000000000","2","Abasha","GEO","GE001009000000000000",,42.18608621,42.20021208,"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,"GE001009000000000000","1","Samegrelo Zemo Svaneti","GEO","c4096576-35ec-40db-b85d-4adc94331232",,42.69711381,42.27176573,"GE001009001000000000","2","Abasha","GEO","GE001009000000000000",,42.18608621,42.20021208,,,,,,,,
"MX001019001000000000","2","Abasolo","MEX","MX001019000000000000",,25.94072029,-100.4059278,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001019000000000000","1","Nuevo León","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,25.57297691,-99.96719053,"MX001019001000000000","2","Abasolo","MEX","MX001019000000000000",,25.94072029,-100.4059278,,,,,,,,
"MX001007001000000000","2","Abasolo","MEX","MX001007000000000000",,27.1222234,-101.2453771,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001007000000000000","1","Coahuila De Zaragoza","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,27.30165928,-102.040118,"MX001007001000000000","2","Abasolo","MEX","MX001007000000000000",,27.1222234,-101.2453771,,,,,,,,
"MX001028001000000000","2","Abasolo","MEX","MX001028000000000000",,24.13398273,-98.26833849,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001028000000000000","1","Tamaulipas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,24.29666648,-98.6361847,"MX001028001000000000","2","Abasolo","MEX","MX001028000000000000",,24.13398273,-98.26833849,,,,,,,,
"MX001011001000000000","2","Abasolo","MEX","MX001011000000000000",,20.5328604,-101.5359058,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001011000000000000","1","Guanajuato","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.90534665,-101.0126269,"MX001011001000000000","2","Abasolo","MEX","MX001011000000000000",,20.5328604,-101.5359058,,,,,,,,
"MX001020001000000000","2","Abejones","MEX","MX001020000000000000",,17.49036361,-96.63476185,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001020000000000000","1","Oaxaca","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,16.96482948,-96.44709361,"MX001020001000000000","2","Abejones","MEX","MX001020000000000000",,17.49036361,-96.63476185,,,,,,,,
"GE001001000000000000","1","Abkhazia","GEO","c4096576-35ec-40db-b85d-4adc94331232",,43.09871537,41.17181814,"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,"GE001001000000000000","1","Abkhazia","GEO","c4096576-35ec-40db-b85d-4adc94331232",,43.09871537,41.17181814,,,,,,,,,,,,,,,,
"EGY17231","2","Abnub","EGY","EGY18",,27.29383119,31.09942558,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY18","1","Asyut","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,27.33582892,31.63717845,"EGY17231","2","Abnub","EGY","EGY18",,27.29383119,31.09942558,,,,,,,,
"EGY16203","2","Abu Hammad","EGY","EGY16",,30.52723447,31.68845179,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY16","1","Ash Sharqiyah","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,30.66268444,31.75094125,"EGY16203","2","Abu Hammad","EGY","EGY16",,30.52723447,31.68845179,,,,,,,,
"EGY0329","2","Abu Hummus","EGY","EGY03",,31.11641932,30.30815986,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY03","1","Al Buhayrah","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,30.6294479,30.27628097,"EGY0329","2","Abu Hummus","EGY","EGY03",,31.11641932,30.30815986,,,,,,,,
"EGY16204","2","Abu Kabir","EGY","EGY16",,30.7283501,31.69927565,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY16","1","Ash Sharqiyah","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,30.66268444,31.75094125,"EGY16204","2","Abu Kabir","EGY","EGY16",,30.7283501,31.69927565,,,,,,,,
"EGY09120","2","Abu Qurqas","EGY","EGY10",,27.94238371,30.78143928,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY10","1","Al Minya","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,28.09032345,30.57647855,"EGY09120","2","Abu Qurqas","EGY","EGY10",,27.94238371,30.78143928,,,,,,,,
"EGY21275","2","Abu Radis","EGY","EGY22",,29.06277543,33.53914985,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY22","1","Janub Sina'","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,29.02165264,33.79978092,"EGY21275","2","Abu Radis","EGY","EGY22",,29.06277543,33.53914985,,,,,,,,
"EGY16222","2","Abu Simbel","EGY","EGY17",,22.65398511,32.52422717,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY17","1","Aswan","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,23.35279247,32.60770427,"EGY16222","2","Abu Simbel","EGY","EGY17",,22.65398511,32.52422717,,,,,,,,
"EGY18232","2","Abu Tij","EGY","EGY18",,27.0379377,31.29053794,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY18","1","Asyut","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,27.33582892,31.63717845,"EGY18232","2","Abu Tij","EGY","EGY18",,27.0379377,31.29053794,,,,,,,,
"EGY24301","2","Abu Tisht","EGY","EGY25",,26.13605052,32.08843258,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY25","1","Qina","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,25.98119068,32.92887525,"EGY24301","2","Abu Tisht","EGY","EGY25",,26.13605052,32.08843258,,,,,,,,
"EGY22276","2","Abu Zenima","EGY","EGY22",,29.06172646,33.09857937,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY22","1","Janub Sina'","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,29.02165264,33.79978092,"EGY22276","2","Abu Zenima","EGY","EGY22",,29.06172646,33.09857937,,,,,,,,
"EGY0228","2","Abu al-Matamir","EGY","EGY03",,30.79021823,30.12868421,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY03","1","Al Buhayrah","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,30.6294479,30.27628097,"EGY0228","2","Abu al-Matamir","EGY","EGY03",,30.79021823,30.12868421,,,,,,,,
"MX001005001000000000","2","Acacoyagua","MEX","MX001005000000000000",,15.4134559,-92.68222544,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001005000000000000","1","Chiapas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,16.4892366,-92.46699047,"MX001005001000000000","2","Acacoyagua","MEX","MX001005000000000000",,15.4134559,-92.68222544,,,,,,,,
"MX001030001000000000","2","Acajete","MEX","MX001030000000000000",,19.56462834,-97.04426106,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001030000000000000","1","Veracruz De Ignacio De La Llave","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.38218728,-96.41458263,"MX001030001000000000","2","Acajete","MEX","MX001030000000000000",,19.56462834,-97.04426106,,,,,,,,
"MX001021001000000000","2","Acajete","MEX","MX001021000000000000",,19.10718098,-97.94040062,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001021000000000000","1","Puebla","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.00689662,-97.90042129,"MX001021001000000000","2","Acajete","MEX","MX001021000000000000",,19.10718098,-97.94040062,,,,,,,,
"MX001005002000000000","2","Acala","MEX","MX001005000000000000",,16.53663013,-92.84098279,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001005000000000000","1","Chiapas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,16.4892366,-92.46699047,"MX001005002000000000","2","Acala","MEX","MX001005000000000000",,16.53663013,-92.84098279,,,,,,,,
"MX001011002000000000","2","Acambaro","MEX","MX001011000000000000",,20.05236054,-100.7516395,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001011000000000000","1","Guanajuato","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.90534665,-101.0126269,"MX001011002000000000","2","Acambaro","MEX","MX001011000000000000",,20.05236054,-100.7516395,,,,,,,,
"MX001015001000000000","2","Acambay","MEX","MX001015000000000000",,19.97478533,-99.87185907,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001015000000000000","1","México","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.35580785,-99.64598237,"MX001015001000000000","2","Acambay","MEX","MX001015000000000000",,19.97478533,-99.87185907,,,,,,,,
"MX001031002000000000","2","Acanceh","MEX","MX001031000000000000",,20.82451211,-89.44746413,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001031000000000000","1","Yucatán","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.74783113,-88.90246296,"MX001031002000000000","2","Acanceh","MEX","MX001031000000000000",,20.82451211,-89.44746413,,,,,,,,
"MX001005003000000000","2","Acapetahua","MEX","MX001005000000000000",,15.24096485,-92.76525189,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001005000000000000","1","Chiapas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,16.4892366,-92.46699047,"MX001005003000000000","2","Acapetahua","MEX","MX001005000000000000",,15.24096485,-92.76525189,,,,,,,,
"MX001018001000000000","2","Acaponeta","MEX","MX001018000000000000",,22.46284125,-105.2614956,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001018000000000000","1","Nayarit","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,21.79731984,-104.8663665,"MX001018001000000000","2","Acaponeta","MEX","MX001018000000000000",,22.46284125,-105.2614956,,,,,,,,
"MX001012001000000000","2","Acapulco De Juarez","MEX","MX001012000000000000",,16.95857679,-99.71237457,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001012000000000000","1","Guerrero","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,17.66827401,-99.91999452,"MX001012001000000000","2","Acapulco De Juarez","MEX","MX001012000000000000",,16.95857679,-99.71237457,,,,,,,,
"MX001021002000000000","2","Acateno","MEX","MX001021000000000000",,20.10918903,-97.22972818,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001021000000000000","1","Puebla","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.00689662,-97.90042129,"MX001021002000000000","2","Acateno","MEX","MX001021000000000000",,20.10918903,-97.22972818,,,,,,,,
"MX001012002000000000","2","Acatepec","MEX","MX001012000000000000",,17.17431087,-98.97533182,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001012000000000000","1","Guerrero","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,17.66827401,-99.91999452,"MX001012002000000000","2","Acatepec","MEX","MX001012000000000000",,17.17431087,-98.97533182,,,,,,,,
"MX001014001000000000","2","Acatic","MEX","MX001014000000000000",,20.77007378,-102.9092783,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001014000000000000","1","Jalisco","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.57856725,-103.6164968,"MX001014001000000000","2","Acatic","MEX","MX001014000000000000",,20.77007378,-102.9092783,,,,,,,,
"MX001013001000000000","2","Acatlan","MEX","MX001013000000000000",,20.20645956,-98.44034702,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001013000000000000","1","Hidalgo","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.47939029,-98.88760775,"MX001013001000000000","2","Acatlan","MEX","MX001013000000000000",,20.20645956,-98.44034702,,,,,,,,
"MX001021003000000000","2","Acatlan","MEX","MX001021000000000000",,18.15918514,-98.10616217,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001021000000000000","1","Puebla","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.00689662,-97.90042129,"MX001021003000000000","2","Acatlan","MEX","MX001021000000000000",,18.15918514,-98.10616217,,,,,,,,
"MX001030002000000000","2","Acatlan","MEX","MX001030000000000000",,19.69172568,-96.84019507,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001030000000000000","1","Veracruz De Ignacio De La Llave","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.38218728,-96.41458263,"MX001030002000000000","2","Acatlan","MEX","MX001030000000000000",,19.69172568,-96.84019507,,,,,,,,
"MX001014002000000000","2","Acatlan De Juarez","MEX","MX001014000000000000",,20.42858392,-103.6089426,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001014000000000000","1","Jalisco","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.57856725,-103.6164968,"MX001014002000000000","2","Acatlan De Juarez","MEX","MX001014000000000000",,20.42858392,-103.6089426,,,,,,,,
"MX001020002000000000","2","Acatlan De Perez Figueroa","MEX","MX001020000000000000",,18.44713304,-96.53512289,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001020000000000000","1","Oaxaca","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,16.96482948,-96.44709361,"MX001020002000000000","2","Acatlan De Perez Figueroa","MEX","MX001020000000000000",,18.44713304,-96.53512289,,,,,,,,
"MX001021004000000000","2","Acatzingo","MEX","MX001021000000000000",,19.02596359,-97.76491615,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001021000000000000","1","Puebla","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.00689662,-97.90042129,"MX001021004000000000","2","Acatzingo","MEX","MX001021000000000000",,19.02596359,-97.76491615,,,,,,,,
"MX001013002000000000","2","Acaxochitlan","MEX","MX001013000000000000",,20.15991667,-98.19851026,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001013000000000000","1","Hidalgo","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.47939029,-98.88760775,"MX001013002000000000","2","Acaxochitlan","MEX","MX001013000000000000",,20.15991667,-98.19851026,,,,,,,,
"MX001030003000000000","2","Acayucan","MEX","MX001030000000000000",,18.0364859,-95.03242533,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001030000000000000","1","Veracruz De Ignacio De La Llave","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.38218728,-96.41458263,"MX001030003000000000","2","Acayucan","MEX","MX001030000000000000",,18.0364859,-95.03242533,,,,,,,,
"MX001015002000000000","2","Acolman","MEX","MX001015000000000000",,19.63615491,-98.91698993,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001015000000000000","1","México","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.35580785,-99.64598237,"MX001015002000000000","2","Acolman","MEX","MX001015000000000000",,19.63615491,-98.91698993,,,,,,,,
"MX001026001000000000","2","Aconchi","MEX","MX001026000000000000",,29.79607006,-110.2219977,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001026000000000000","1","Sonora","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,29.69970233,-110.8156129,"MX001026001000000000","2","Aconchi","MEX","MX001026000000000000",,29.79607006,-110.2219977,,,,,,,,
"MX001021005000000000","2","Acteopan","MEX","MX001021000000000000",,18.75942982,-98.67909092,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001021000000000000","1","Puebla","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.00689662,-97.90042129,"MX001021005000000000","2","Acteopan","MEX","MX001021000000000000",,18.75942982,-98.67909092,,,,,,,,
"MX001013003000000000","2","Actopan","MEX","MX001013000000000000",,20.31444978,-98.88991138,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001013000000000000","1","Hidalgo","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.47939029,-98.88760775,"MX001013003000000000","2","Actopan","MEX","MX001013000000000000",,20.31444978,-98.88991138,,,,,,,,
"MX001030004000000000","2","Actopan","MEX","MX001030000000000000",,19.54713197,-96.52916841,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001030000000000000","1","Veracruz De Ignacio De La Llave","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.38218728,-96.41458263,"MX001030004000000000","2","Actopan","MEX","MX001030000000000000",,19.54713197,-96.52916841,,,,,,,,
"MX001029001000000000","2","Acuamanala De Miguel Hidalgo","MEX","MX001029000000000000",,19.2168427,-98.17062052,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001029000000000000","1","Tlaxcala","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.42862976,-98.17084536,"MX001029001000000000","2","Acuamanala De Miguel Hidalgo","MEX","MX001029000000000000",,19.2168427,-98.17062052,,,,,,,,
"MX001016001000000000","2","Acuitzio","MEX","MX001016000000000000",,19.46571932,-101.3401298,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001016000000000000","1","Michoacán De Ocampo","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.20736551,-101.8766275,"MX001016001000000000","2","Acuitzio","MEX","MX001016000000000000",,19.46571932,-101.3401298,,,,,,,,
"MX001030005000000000","2","Acula","MEX","MX001030000000000000",,18.55412654,-95.80392112,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001030000000000000","1","Veracruz De Ignacio De La Llave","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.38218728,-96.41458263,"MX001030005000000000","2","Acula","MEX","MX001030000000000000",,18.55412654,-95.80392112,,,,,,,,
"MX001015003000000000","2","Aculco","MEX","MX001015000000000000",,20.11544217,-99.83319174,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001015000000000000","1","México","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.35580785,-99.64598237,"MX001015003000000000","2","Aculco","MEX","MX001015000000000000",,20.11544217,-99.83319174,,,,,,,,
"MX001030006000000000","2","Acultzingo","MEX","MX001030000000000000",,18.71608235,-97.27656116,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001030000000000000","1","Veracruz De Ignacio De La Llave","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.38218728,-96.41458263,"MX001030006000000000","2","Acultzingo","MEX","MX001030000000000000",,18.71608235,-97.27656116,,,,,,,,
